"specimen_no","specimen","year","CS","lnCS","src","CatalogNumber","DateCollected","RES_1","RES_2","RES_3","RES_4","RES_5","RES_6","RES_7","RES_8","RES_9","RES_10","RES_11","RES_12","RES_13","RES_14","RES_15","RES_16","RES_17","RES_18"
413,"'H91-13.JPG'",1991,6.75,1.91,"reservoir",161304,1991-08-24,0.012839828,-0.009272141,-0.00527364,-0.006831243,0.011795095,-0.007480787,-0.008759486,-0.001330452,-0.001505696,-0.001719367,-0.004686081,0.006081836,-0.005970365,0.00528326,-0.003834173,0.002551203,-0.002580165,0.000457282
414,"'H91-14.JPG'",1991,5.02,1.61,"reservoir",161304,1991-08-24,0.001959114,-0.010044243,0.001036342,-0.005710498,0.007314059,0.003075513,-0.002449839,-0.002596711,-0.002078128,0.001858212,-0.001717939,-0.001505432,-0.004958749,0.005000733,-0.001031839,-0.001387992,-0.00174348,-1.26043e-05
415,"'H91-15.JPG'",1991,5.06,1.62,"reservoir",161304,1991-08-24,0.013580273,-0.009763857,0.000867352,0.00080818,-0.005699163,-0.004390092,-0.001083097,-0.000100268,-0.002617462,-0.002140255,0.002665368,-0.003094213,-0.001080068,0.003214226,-0.002290872,0.000300456,0.000441695,-0.000371446
416,"'H91-16.JPG'",1991,5.02,1.61,"reservoir",161304,1991-08-24,0.001011482,-0.004427568,0.000854954,0.004982481,-0.008324839,-0.000470654,0.005308882,0.004702309,-0.003561804,0.002378624,-0.003138922,-0.00012333,0.001576213,0.000949133,8.93634e-05,-0.003365329,-0.00078963,-0.001563231
417,"'H91-17.JPG'",1991,4.43,1.49,"reservoir",161304,1991-08-24,0.006957384,-0.007571875,0.000387594,-0.009432359,-0.011894122,-0.00147086,0.003532631,-0.001668984,-0.003426417,-0.004837931,0.000110755,0.002880173,9.41195e-05,-4.03001e-06,-0.000994099,-0.000275382,0.000544234,0.000943846
418,"'H91-18.JPG'",1991,3.89,1.36,"reservoir",161304,1991-08-24,0.00267628,-0.004071912,0.004282863,-0.00946471,-0.005035546,-5.87291e-05,-0.000982706,0.002249989,-0.006837217,-0.002318455,0.00249445,-0.006003999,0.00453171,0.003209584,0.001327987,3.95508e-05,0.001076616,0.002961052
419,"'H91-19.JPG'",1991,4.69,1.55,"reservoir",161304,1991-08-24,-0.008373871,-0.0018254,-0.001256071,0.010069339,-0.007694396,-0.003172266,0.008783859,0.004532864,-0.002997586,-0.000855371,0.002896234,0.003852649,0.001295694,0.006896978,-0.000889314,0.000103116,0.00027477,0.001522834
420,"'H91-2.JPG'",1991,5.86,1.77,"reservoir",161304,1991-08-24,-0.000993576,-0.007881125,0.003937528,0.00766693,0.011128268,-0.008476069,-0.008055541,-0.000177232,0.004369258,0.006486242,0.008137312,0.00276741,0.002704727,0.004141775,0.005784475,0.001030155,0.003321771,0.002319009
421,"'H91-20.JPG'",1991,4.17,1.43,"reservoir",161304,1991-08-24,0.002722313,-0.007942011,-0.001348553,-0.004698619,-0.0029534,-0.003186869,0.006392189,0.000725604,-0.002249662,-0.002866863,0.000615581,-0.005119881,0.00095454,-0.001247729,-0.001384145,-0.00120389,0.000337756,0.000705008
422,"'H91-21.JPG'",1991,4.2,1.44,"reservoir",161304,1991-08-24,0.004475653,-0.008345552,-0.000572904,0.003836052,0.006451583,-0.000898336,-0.001646947,0.000148745,-0.004870984,0.001423316,-0.000291904,0.00157991,9.89204e-06,0.001774763,-0.001452649,0.003100919,0.001909229,0.001143354
423,"'H91-22.JPG'",1991,4.48,1.5,"reservoir",161304,1991-08-24,-0.005298352,0.004278652,0.007231358,0.00476746,0.000523351,-0.002259561,0.001207221,-0.001171223,-0.003137489,0.004289623,0.000387971,-0.00185829,-0.002673128,-0.001051203,-0.003599728,-0.000901781,-0.000430954,-0.000681172
424,"'H91-23.JPG'",1991,4.59,1.52,"reservoir",161304,1991-08-24,0.005379321,-0.008424705,0.005552609,-0.003971466,0.002227509,0.000544723,0.00401207,-0.000368136,-0.000720279,0.00211517,0.00053212,-0.004799504,0.00083304,-0.002652136,-0.000859621,0.001332846,-0.002428626,0.00061081
425,"'H91-24.JPG'",1991,4.51,1.51,"reservoir",161304,1991-08-24,0.002972686,-0.013481811,0.004798262,-0.003805303,-0.001722996,-0.002886896,0.000383198,-0.003181986,-6.51584e-05,0.001887706,0.002539214,0.001834887,0.002544313,0.001120675,0.003110375,-0.00147118,-0.002591134,-0.000595627
426,"'H91-25.JPG'",1991,3.64,1.29,"reservoir",161304,1991-08-24,0.018251463,-0.00617061,-0.008398315,0.010076834,0.001414301,0.001549143,0.0005459,0.003154971,-0.001481418,-0.003604451,0.002797832,-0.002212256,0.000746869,0.001566047,-0.002587493,0.001460663,0.001088102,-0.001756715
427,"'H91-26.JPG'",1991,3.21,1.17,"reservoir",161304,1991-08-24,0.01905124,-0.011148954,-0.004545113,-0.005567574,-0.001918579,0.00143992,-0.001612156,0.005598664,-0.000562377,0.004396391,0.006706338,0.007839596,-0.007080671,0.001835562,0.003181421,-0.000588631,0.003238696,0.000565058
428,"'H91-27.JPG'",1991,4.33,1.47,"reservoir",161304,1991-08-24,-0.003973211,0.000200829,-0.002275631,0.006762784,-0.002701513,-0.001146318,0.003287177,0.003470457,-0.00158158,-0.000499847,-0.004397062,-0.000304284,-0.00691328,-0.000211389,-0.001299935,0.000520831,-0.003479242,0.001812548
429,"'H91-28.JPG'",1991,3.88,1.36,"reservoir",161304,1991-08-24,-0.001510745,0.001755011,-0.003282497,-0.006921576,0.005783591,-0.001478343,-0.009654527,-0.003998671,0.001067259,-0.001583945,-0.000288268,0.000155805,-0.006281022,0.007252393,0.001434609,-0.001443044,-0.004861623,0.000768802
430,"'H91-29.JPG'",1991,4.64,1.53,"reservoir",161304,1991-08-24,0.002340566,0.007299679,-0.002084564,0.008614584,-0.000871903,0.004145632,0.003725706,-0.000640541,-0.004133499,0.005335511,0.005563211,-0.001913437,0.000787335,0.001869654,0.000860807,0.001387248,-0.001828181,-3.8274e-05
431,"'H91-3.JPG'",1991,6.46,1.87,"reservoir",161304,1991-08-24,-0.012492782,0.004829229,-0.00909051,0.002990063,0.002164187,-0.008296375,-0.000776221,-0.000296026,-0.00575997,-0.002019306,-0.004031934,-0.001918306,-0.002330322,0.007840859,0.002887461,-0.001739934,0.003528841,-0.000858235
432,"'H91-30.JPG'",1991,3.5,1.25,"reservoir",161304,1991-08-24,0.004758189,-0.008936519,-0.007831155,-0.001845982,-0.001032465,-0.002588248,-0.000593186,-0.000107019,-0.002289308,-0.001258072,-0.005220327,-0.000415917,0.001173344,-0.001438575,0.001201204,0.000274274,-0.002723937,0.000602973
433,"'H91-31.JPG'",1991,4.02,1.39,"reservoir",161304,1991-08-24,0.00990709,-0.015308974,-2.41745e-05,-0.01667174,-0.004758673,-0.004583104,-0.000419911,0.002015631,-0.004731502,0.001139137,-0.000505583,-0.001866857,0.002182273,0.003546915,-0.000431017,0.000501931,-0.001004849,-0.000552831
434,"'H92-1.JPG'",1992,6.22,1.83,"reservoir",165343,1992-08-28,0.00452593,0.005096512,0.013463673,-0.008870415,-0.002439785,0.012968224,0.012761162,-0.007634523,-0.001235091,-3.12151e-05,0.000730372,0.003047562,0.003124156,0.002552575,-0.001508665,-0.002611929,-0.002261281,-0.001511758
435,"'H92-10.JPG'",1992,5.81,1.76,"reservoir",165343,1992-08-28,-0.015643434,0.00658116,0.00528138,-0.009668359,0.002452157,-0.007605668,0.000444498,-0.005241183,0.002180856,0.005625915,-0.001476992,0.00204013,0.00224088,0.004032859,-0.006127629,-0.001048002,-0.00026846,-0.00110344
436,"'H92-11.JPG'",1992,5.24,1.66,"reservoir",165343,1992-08-28,0.001739601,-0.01633833,-0.009613269,-0.011007479,0.004333493,-0.003549469,-0.000485429,-0.00037112,0.000548266,-0.005149234,-0.001436468,0.005759506,0.005814407,-0.000601027,-0.002361053,0.000153405,0.000467148,0.000945548
437,"'H92-12.JPG'",1992,5.3,1.67,"reservoir",165343,1992-08-28,0.007516774,0.002183373,-0.002493055,0.002648929,0.004051366,-0.000120837,-0.003077567,0.002895243,0.004169997,0.001882617,0.003137499,0.002615639,0.002322694,-0.001896744,-0.002625675,-3.05974e-05,0.001282099,-0.001390663
438,"'H92-13.JPG'",1992,5.18,1.64,"reservoir",165343,1992-08-28,0.010848829,-0.013055932,-0.000126504,-0.006221687,0.007592461,-0.001553321,0.004423351,0.004200586,0.005811686,0.002169984,0.000335276,0.003032269,-0.000441217,0.000198367,-0.001370518,-0.001090173,0.000133199,0.000327412
439,"'H92-14.JPG'",1992,4.89,1.59,"reservoir",165343,1992-08-28,-0.001002507,-0.000900043,0.008889424,-0.004128028,0.004070731,-0.002786803,0.000133613,0.003335407,0.000310225,0.002833108,0.001652393,-1.13774e-05,3.01253e-05,-0.00167754,-0.002502126,0.00065222,0.000187326,0.000302215
440,"'H92-15.JPG'",1992,5.15,1.64,"reservoir",165343,1992-08-28,-0.013704054,0.005694132,0.003854511,0.010255974,0.003079583,-0.002791926,0.006444766,0.002648766,0.00129426,-0.00082141,0.002095127,0.00224967,0.000647457,0.003167813,-0.000862965,0.001925519,-4.46533e-05,-0.001945805
441,"'H92-16.JPG'",1992,4.94,1.6,"reservoir",165343,1992-08-28,0.004155959,-0.011967534,0.002392784,0.001116528,0.00467174,-0.00258426,0.005336551,0.001748125,-0.001704257,-0.003032423,0.001259151,0.002268736,-0.000157609,0.000869635,-0.002156945,0.000201385,-9.06177e-05,0.000883101
442,"'H92-17.JPG'",1992,5.22,1.65,"reservoir",165343,1992-08-28,-0.005276081,0.0123957,0.010462577,0.000385018,0.006144874,-0.005642634,-0.000761798,0.000302708,0.001212614,-0.000587742,-0.001000742,0.001204549,0.002258849,-0.001728796,-0.002425355,0.001987093,-0.000287644,-0.000972733
443,"'H92-18.JPG'",1992,5.27,1.66,"reservoir",165343,1992-08-28,-0.005277749,-0.003184196,-0.006966332,0.010721849,0.015721468,-0.008389701,0.001106712,0.001198475,0.001471151,-0.005340962,0.001173,0.000804425,-0.001440727,0.002259586,-0.002537086,-0.000737295,0.000566457,-0.000265106
444,"'H92-19.JPG'",1992,5.48,1.7,"reservoir",165343,1992-08-28,0.001036117,0.003848369,-0.001670301,-0.006235479,0.000869623,-0.001996133,0.002921462,-0.003657227,-0.002969253,-0.002883018,-0.005662549,0.007050411,-2.52991e-06,0.001890598,-0.001483122,0.00078496,0.000512095,-0.001720973
445,"'H92-2.JPG'",1992,5.79,1.76,"reservoir",165343,1992-08-28,0.006788049,-0.02539863,0.000699738,-0.004816126,0.007583414,-0.001719733,-0.004599656,0.001560603,-0.000475574,0.00162989,0.003244875,0.006464548,0.003507761,-0.004903504,1.20383e-05,-0.003014583,0.001205627,0.000376526
446,"'H92-20.JPG'",1992,4.3,1.46,"reservoir",165343,1992-08-28,0.005190998,-0.002015551,0.001481501,-0.004835622,0.006304089,0.000801318,0.000274245,0.002032168,0.000605661,0.000142614,3.01937e-06,0.001494258,-0.001598102,0.003793805,-0.002336089,0.002327079,0.002819108,-0.002616367
447,"'H92-21.JPG'",1992,4.76,1.56,"reservoir",165343,1992-08-28,-0.001357401,0.003209063,0.00581876,-0.004765512,0.003030526,-0.002987208,0.000838404,-0.008244295,0.001168799,0.00124459,-0.003723043,0.004482159,-0.006417235,0.000646101,-0.00316241,-0.001783995,0.00165739,-0.000746774
448,"'H92-22.JPG'",1992,4.88,1.59,"reservoir",165343,1992-08-28,-0.005756189,0.003276669,0.001190077,0.005033194,0.005869382,0.000605848,0.005114901,-0.001998412,0.000807775,-2.32285e-05,-0.002096378,0.002622472,0.002427126,0.001410069,-0.000434942,0.000643117,0.000653069,-0.001413718
449,"'H92-23.JPG'",1992,4.82,1.57,"reservoir",165343,1992-08-28,-0.009622017,0.007094648,0.00083435,0.003033614,0.008977942,-0.005250139,0.001189739,-0.00211798,-0.000733859,0.000816334,-0.002669318,-0.002798589,-0.004129173,0.001443907,-0.004485476,-0.000706134,0.001165484,-0.002233167
450,"'H92-24.JPG'",1992,4.65,1.54,"reservoir",165343,1992-08-28,-0.005082438,-0.004222672,-0.001218689,0.00400814,0.008820196,-0.00312814,-0.005532556,0.002621241,-0.001980082,0.002105988,0.004315456,-0.001376086,0.002090958,-0.002285006,-0.001610309,0.003733661,-0.000344777,0.000229566
451,"'H92-25.JPG'",1992,4.66,1.54,"reservoir",165343,1992-08-28,0.005374936,-0.00831127,0.004989763,0.004722127,0.007509056,-0.005901541,0.002963804,-0.001761133,-0.001187572,0.001259979,-0.000420886,-0.000734416,-0.001834663,0.000395058,-0.002194289,0.001457255,-0.000348491,0.001306346
452,"'H92-3.JPG'",1992,5.02,1.61,"reservoir",165343,1992-08-28,-0.005243154,0.003114864,0.001850975,-0.00332121,-0.002539404,-0.002911777,-0.004392813,0.003500367,0.004427563,0.001208233,0.002170724,0.000170117,0.001517335,0.001253214,-0.002173096,0.002063629,0.000697487,0.00119168
453,"'H92-4.JPG'",1992,5.76,1.75,"reservoir",165343,1992-08-28,-0.004109934,-0.012744384,-0.0015295,-0.007062641,0.000151707,-0.001708908,0.000687247,-0.001775481,-0.001797044,-0.005475672,0.003432837,0.001166227,0.004204043,0.002223373,0.001440128,0.00200843,0.000527004,4.78102e-05
454,"'H92-5.JPG'",1992,5.79,1.76,"reservoir",165343,1992-08-28,0.008626951,-0.005503113,-0.000732361,-0.005702975,0.005920064,-0.006200238,-0.000820365,-0.00293953,0.002120393,-0.003545588,0.004604765,0.00075626,-0.000216871,0.001689848,-0.000253593,0.001937271,-0.001054912,-0.001442702
455,"'H92-6.JPG'",1992,5.72,1.74,"reservoir",165343,1992-08-28,0.009359927,-0.008947362,0.003709005,-0.001832462,0.011899544,-0.006356259,0.00191517,0.002460946,0.007493785,0.000908105,0.006709724,0.001356292,-0.000164044,0.004848923,-0.001424009,-0.000978796,-0.002391057,0.000509309
456,"'H92-7.JPG'",1992,4.66,1.54,"reservoir",165343,1992-08-28,0.00611928,0.000353771,0.004411996,0.004793486,0.003098417,-0.000381729,0.0008281,-0.001607971,0.001653328,0.002869132,-0.004618951,-0.002587468,0.005501068,-2.56613e-05,0.001542552,-0.001098778,-0.002238437,-0.000379387
457,"'H92-8.JPG'",1992,4.94,1.6,"reservoir",165343,1992-08-28,0.002950347,-0.012963377,0.005218329,-0.014077441,-8.33079e-05,-0.001226963,0.004184868,0.001321871,-0.001241447,0.002626708,0.000640963,0.002646695,-0.001938988,-0.004283738,-0.002225948,2.99195e-05,-0.001467012,0.000409092
458,"'H92-9.JPG'",1992,5.51,1.71,"reservoir",165343,1992-08-28,0.011639889,-0.011813655,-0.001468291,-0.00254207,0.005920064,-0.003771288,-0.004230616,-0.001925264,0.003579148,-0.002676833,-0.000358978,-0.001513708,-0.000193292,0.003252941,0.002991825,0.000439751,0.003067843,0.001200303
459,"'H93-1.JPG'",1993,6.64,1.89,"reservoir",167478,1993-08-06,0.003679968,-0.001131526,0.00119069,0.003845387,0.001633511,0.003357009,0.002480294,-0.006744843,0.001554616,0.001383145,-0.001017059,0.002290855,0.0011698,-0.002578317,-0.002666544,0.001036467,0.000593255,0.00258462
460,"'H93-10.JPG'",1993,7.32,1.99,"reservoir",167478,1993-08-06,0.009287074,-0.00589411,0.004373617,-0.002087568,-0.001687789,0.005842074,-0.000410117,0.001845911,0.002962635,-0.000144539,0.002461069,8.47172e-06,0.001828099,0.001631429,-0.002121086,0.001964625,2.44584e-05,0.000626766
461,"'H93-11.JPG'",1993,5.33,1.67,"reservoir",167478,1993-08-06,0.005934254,0.003360895,0.005989261,-0.009141571,-0.000811578,-0.000686676,0.002040352,-4.96723e-06,0.004476349,0.004728983,5.51873e-05,-0.0016906,0.000374564,0.004143516,-0.00222802,-0.001244601,-0.000593885,-0.001607799
462,"'H93-12.JPG'",1993,5.58,1.72,"reservoir",167478,1993-08-06,-0.000617309,0.001402076,0.000207619,0.001152268,0.003946333,-0.002002372,-0.000354595,-0.002551877,0.001196677,-0.000930891,-0.001824447,0.003934644,-0.002402905,0.002564083,-0.000523485,-0.002522047,-0.000498216,-0.000639732
463,"'H93-13.JPG'",1993,5.05,1.62,"reservoir",167478,1993-08-06,0.009862452,-0.007321479,0.001938625,-0.001685728,0.000893047,0.003647697,0.001764834,0.006644041,-0.003179173,-0.002464195,-0.003218396,-0.004183701,0.001419731,-0.003345111,0.001662212,0.00182443,0.000750333,7.21131e-05
464,"'H93-14.JPG'",1993,4.45,1.49,"reservoir",167478,1993-08-06,0.011534627,0.004666529,0.006515683,0.001165479,-0.004222246,-0.000960559,0.0055173,0.002078234,-0.002091518,0.003366713,-0.002317848,-0.002521521,0.003025214,-0.003554591,-0.001542252,-0.000270698,0.000179751,-0.002130905
465,"'H93-15.JPG'",1993,3.66,1.3,"reservoir",167478,1993-08-06,0.007835112,2.02942e-05,0.001804856,0.010488665,-0.001050345,-0.001928806,-0.003716778,-0.006014112,0.005281632,0.00165643,-0.000563319,0.003424912,-0.004106214,-0.000845313,0.000679172,0.0026488,0.000601226,0.001738515
466,"'H93-16.JPG'",1993,4.06,1.4,"reservoir",167478,1993-08-06,-0.0047287,-0.000265763,0.001687522,-0.001165362,0.007630915,-0.01028774,0.004487003,0.004192269,0.000376135,0.002216496,-0.004820975,-0.005184404,-0.002108286,0.001613613,-0.002742216,3.80227e-05,-0.000247329,0.000500196
467,"'H93-17.JPG'",1993,4.35,1.47,"reservoir",167478,1993-08-06,0.011409311,-5.58813e-06,0.00806226,0.009759228,0.001047921,-0.000101716,0.006016017,-0.005186573,0.000129726,-0.004006434,-0.00359642,-0.001161877,0.001480154,0.000104842,0.000248691,2.40194e-05,-0.00365469,0.002161319
468,"'H93-18.JPG'",1993,4.56,1.52,"reservoir",167478,1993-08-06,-0.006993559,0.004444009,-0.000856682,-0.000212944,-0.008593984,-0.000460485,0.001148859,-0.00235074,0.002357003,-0.001900689,-0.002985719,9.62248e-05,-0.000676693,-0.000195043,-0.000554386,0.000291585,-6.73742e-05,-0.001451478
469,"'H93-19.JPG'",1993,4.23,1.44,"reservoir",167478,1993-08-06,0.004751184,-0.005574519,0.005909112,0.005413221,-0.0026984,-0.00018081,0.004071005,-0.00068678,-0.000422203,-0.000745369,-0.000813694,-0.003100206,0.001414493,-0.001631524,0.000781587,0.002704756,-0.000173751,0.000283013
470,"'H93-2.JPG'",1993,8.21,2.11,"reservoir",167478,1993-08-06,0.002838649,-0.00291721,-0.002302843,-0.013611302,0.004606974,-0.002948215,0.000403786,-0.00077358,0.00381642,0.001164588,0.000660554,-0.002066932,0.002075363,0.001264414,0.002310801,-4.93616e-05,-0.002508898,0.00087825
471,"'H93-20.JPG'",1993,3.42,1.23,"reservoir",167478,1993-08-06,0.017800991,-0.003550009,0.004689623,-0.008080449,-0.006785107,0.000473579,-0.001746594,-0.001419417,-0.004274087,0.002515873,-0.004567762,-0.003565461,0.00049007,0.000448697,-0.000373578,0.001574203,0.000137491,0.002563995
472,"'H93-21.JPG'",1993,3.65,1.3,"reservoir",167478,1993-08-06,0.000667908,-0.000668841,-0.002482427,0.005313565,0.006938342,-0.007162815,0.003546466,-0.004600415,0.003973794,0.000672321,-0.000946746,-0.003068012,-0.001640319,-0.00322082,-0.002029062,0.001222502,0.001294018,0.002288832
473,"'H93-22.JPG'",1993,3.15,1.15,"reservoir",167478,1993-08-06,0.013287986,-0.006208442,-0.009263187,0.004357264,0.016886452,0.007808288,-0.00232569,-0.010261832,-0.002386324,0.003572804,0.002596342,-0.004280416,0.001942965,0.001780496,0.000520645,0.002486053,-0.002022665,0.00139056
474,"'H93-23.JPG'",1993,3.36,1.21,"reservoir",167478,1993-08-06,0.013658725,0.00256589,-0.007463221,-0.006888523,0.00740797,0.004222382,0.005633967,-0.006084928,-0.0026578,0.001876729,-0.002155293,-0.00370355,-0.001877688,-0.001428668,-0.00321465,0.002008123,0.001083745,0.000617765
475,"'H93-24.JPG'",1993,3.32,1.2,"reservoir",167478,1993-08-06,-0.001155604,-0.003385957,0.002409784,-0.002473591,0.023432158,0.004676616,0.014620225,0.009250293,-0.011193268,0.005405375,0.000773446,-0.002608195,0.004709573,0.002931663,-0.000277273,0.005567152,-0.000651983,-0.002060111
476,"'H93-25.JPG'",1993,3.46,1.24,"reservoir",167478,1993-08-06,-0.00391751,-0.001859358,9.59033e-05,-0.004560922,0.004679331,-0.007274144,0.001022433,-0.002900941,-0.002060321,0.002247388,-0.002550343,-0.00226685,-0.002066659,-0.001627526,0.000351416,0.003901045,0.000123078,0.000300175
477,"'H93-26.JPG'",1993,3.48,1.25,"reservoir",167478,1993-08-06,0.002756831,0.002302889,0.004280114,0.001772012,0.000881208,-0.0014124,0.00258072,-0.003256146,-0.000883183,0.009353857,-0.000181328,0.000231823,0.000919297,-0.00295579,-0.001030404,0.002794349,-0.001416191,0.000864817
478,"'H93-27.JPG'",1993,3.41,1.23,"reservoir",167478,1993-08-06,-0.003859023,-0.003443051,0.000327839,0.011825903,0.009860632,0.004835917,0.002028947,0.000555776,-0.004654761,0.005548057,-0.003436115,-0.000743219,-0.000261199,0.000921369,-0.000555026,0.002821732,-0.002196508,0.002539426
479,"'H93-28.JPG'",1993,3,1.1,"reservoir",167478,1993-08-06,0.022071146,-0.003612903,0.001969567,0.007466034,0.003447975,0.006046224,0.003766066,0.010043058,-0.001949048,0.003285712,0.003603473,-0.00184662,-0.001942156,-0.001605237,-0.000359238,0.001396086,0.00169699,0.00033597
480,"'H93-29.JPG'",1993,2.82,1.04,"reservoir",167478,1993-08-06,0.018113472,0.000296164,0.008850625,0.002653394,0.007189683,-0.000543914,-0.007009838,-0.00606669,-0.000712096,0.001874369,-0.001251936,0.001191489,0.001885376,0.000232717,-0.00044996,-0.002982983,-0.004032819,2.67605e-05
481,"'H93-3.JPG'",1993,6.63,1.89,"reservoir",167478,1993-08-06,-0.009724541,-0.002934895,-0.006593782,0.005965249,-0.002069021,-0.005197175,0.001465954,-0.00060786,-0.007045404,-0.000124373,0.002606315,0.004754942,0.000523538,0.002461303,0.001263794,0.000324357,-0.002955417,-0.000326036
482,"'H93-4.JPG'",1993,8.62,2.15,"reservoir",167478,1993-08-06,-0.001896012,-0.013917705,-0.01008129,-0.003594555,0.006708327,-0.013721479,-0.001888973,-0.002438832,0.000209505,0.000373861,0.002347721,0.004803051,-0.003603756,-0.001121762,0.000608371,-0.001184971,-3.85709e-05,0.002770138
483,"'H93-5.JPG'",1993,7.25,1.98,"reservoir",167478,1993-08-06,-0.003325746,0.001695085,0.001822579,-0.005120288,-0.000296888,-0.00124965,0.001849968,0.002142682,-0.004041851,0.003108724,-0.000983988,-0.002621894,0.000847802,-0.00665085,0.001716786,0.001567059,-0.003779084,-7.45873e-05
484,"'H94-1.JPG'",1994,4.96,1.6,"reservoir",171134,1994-08-26,-0.014328774,0.002819946,-0.001349291,8.51049e-06,0.005700277,-0.003794994,0.003959151,-0.000763547,-0.004669902,0.007581106,-0.002718173,-0.001691319,0.005528734,-0.003002251,-0.000918137,-0.004612164,-0.000372138,0.000979374
485,"'H94-10.JPG'",1994,5.39,1.68,"reservoir",171134,1994-08-26,0.01430776,-0.003109556,0.004090994,-0.002184639,0.003166302,0.002765843,0.000654124,-0.000904645,-0.004817037,-0.000541971,0.005870633,1.72862e-05,-0.001682436,-0.00144254,-0.000569426,-0.002099849,6.35756e-05,-2.4912e-05
486,"'H94-11.JPG'",1994,4.44,1.49,"reservoir",171134,1994-08-26,-0.004279073,-0.00979242,-0.000484098,-0.004757193,0.004071003,-0.002109448,0.002929424,0.000855012,-0.006126568,0.00735696,-0.005894103,-0.001865102,-0.00358304,0.002915915,0.000848441,-0.001985268,-0.000595688,-0.000692514
487,"'H94-12.JPG'",1994,4.47,1.5,"reservoir",171134,1994-08-26,0.005048271,-0.008591922,-0.002696772,0.002740212,0.007893667,-0.002842207,-0.002714416,0.005517976,-0.004075881,-0.001488184,0.001018668,-0.002682295,-0.000709811,0.001289927,0.000260362,0.001676238,0.001741158,-0.000373922
488,"'H94-13.JPG'",1994,4.6,1.53,"reservoir",171134,1994-08-26,-0.005849719,-0.005847708,0.00179392,-0.007727352,0.004853947,-0.002271664,-0.001480535,0.003721238,0.001800801,-0.002059978,-0.001812595,-0.004236529,0.000611142,0.002290037,0.001613426,-0.001352092,-0.000345791,-0.000538625
489,"'H94-14.JPG'",1994,4.75,1.56,"reservoir",171134,1994-08-26,0.001856309,0.006311399,0.003458105,0.006439668,0.000470593,-0.002686701,-0.000178848,0.003772406,-0.002219161,0.000710048,0.003741099,0.00145554,-0.000826774,-0.001409075,0.001312396,0.000337999,-0.0015338,-0.001191796
490,"'H94-15.JPG'",1994,4.94,1.6,"reservoir",171134,1994-08-26,-0.014347178,0.006637601,0.0008997,0.007339709,0.01336271,-0.005283791,0.004473774,0.005687787,-0.005574672,-0.002376495,0.002841083,-0.000981216,0.001518541,-8.09517e-05,0.000115812,0.00068754,-0.001146638,0.000463897
491,"'H94-16.JPG'",1994,4.69,1.54,"reservoir",171134,1994-08-26,-0.0077462,-0.008870744,0.005572559,-0.005114524,0.005024012,-0.004234314,0.000164204,0.000819061,0.000104087,0.001670226,5.7359e-06,-0.002189451,-0.006492308,0.000347587,0.002649251,0.000218897,0.001772412,-0.003192184
492,"'H94-17.JPG'",1994,4.8,1.57,"reservoir",171134,1994-08-26,-0.00048866,-0.005842729,0.007042263,-0.001775859,0.00913723,-0.001272743,0.012005697,-0.001962806,-0.000433815,0.005188315,0.002988777,0.002067661,0.00031967,0.001216765,-0.001018133,-0.001747831,-0.00069397,0.000620645
493,"'H94-18.JPG'",1994,3.86,1.35,"reservoir",171134,1994-08-26,-0.013809632,0.008300565,-1.84444e-05,-0.009820116,0.003699758,-0.011356924,-0.003812875,-0.002237352,-0.002513829,0.004390999,-0.002659641,0.001023483,0.001559587,0.00485582,0.001700629,0.0017079,2.22914e-05,0.00014064
494,"'H94-19.JPG'",1994,4.76,1.56,"reservoir",171134,1994-08-26,0.006277906,-0.009398472,0.006357626,0.000914622,-0.000610863,-0.00535378,0.001753456,9.95411e-05,0.003070285,0.003120617,0.00279649,-0.003351714,0.002622756,-0.002779748,-0.001520891,0.003050408,0.001204934,-0.001331627
495,"'H94-2.JPG'",1994,5.49,1.7,"reservoir",171134,1994-08-26,0.005515679,0.004602472,0.005532583,0.00941309,-0.000955185,0.004980844,-0.001464113,-9.16139e-05,-0.001092521,0.001460338,-3.45138e-05,0.001492391,0.001673073,4.66364e-06,-0.004184099,0.000871,-8.56948e-05,0.000243666
496,"'H94-20.JPG'",1994,3.79,1.33,"reservoir",171134,1994-08-26,0.016976619,0.001439501,0.001121026,0.002697756,0.005007994,-0.000173843,0.002874202,0.001073515,-0.00267595,0.001643158,0.005212205,0.003451764,0.002590377,-0.003422259,-0.000581215,0.000339602,0.000862302,0.002474211
497,"'H94-21.JPG'",1994,4.2,1.44,"reservoir",171134,1994-08-26,0.007253636,-0.001170683,0.002098789,-0.007229713,-0.00433274,0.002345505,0.011486041,0.00069773,-0.000188852,-0.00335488,-0.001021376,0.001140178,-0.00070955,-0.000410164,0.001126636,-0.000470582,-0.000375949,0.002311614
498,"'H94-22.JPG'",1994,4.19,1.43,"reservoir",171134,1994-08-26,0.00727897,-0.010760075,0.011712783,-0.004921803,0.004532061,-0.003579744,0.007971295,-0.000402285,0.000727096,0.004865525,0.003543436,0.002526977,0.003882378,0.001431554,0.001360363,0.000900619,6.75036e-05,-3.26721e-05
499,"'H94-23.JPG'",1994,4.13,1.42,"reservoir",171134,1994-08-26,0.000768384,0.002895104,0.001880147,0.00627202,0.003318331,0.001383206,-0.001849209,0.00092601,-0.003705022,1.21349e-05,0.000401012,0.001955841,0.003569272,0.002104376,-0.000337817,0.001111324,0.001326855,-0.000782436
